seq_length,latency
507,2.229178667999804
885,1.8276377031579614
810,1.8279996486380696
738,1.1734485067427158
760,2.4541946640238166
664,1.396987684071064
683,0.46080012526363134
580,1.106238977983594
624,0.9387280270457268
826,0.6042260751128197
528,0.5662467116490006
476,0.4015075294300914
777,0.9262846354395151
596,0.25380689557641745
902,0.5927656795829535
643,0.8817541915923357
653,0.30495542846620083
679,0.7005877466872334
545,0.47449107747524977
846,1.1391107477247715
662,0.14968597516417503
672,0.30519182328134775
491,0.34789921157062054
924,0.12460800539702177
689,1.3216994451358914
507,0.09239616803824902
702,0.3003666177392006
612,0.059789727441966534
695,0.2195066660642624
724,0.348525139503181
