seq_length,latency
840,0.0645759180188179
887,0.1272073844447732
942,0.15330235566943884
965,0.1501484401524067
992,0.15173313673585653
1021,0.16488937940448523
1047,0.14223844558000565
1070,0.14753056690096855
1098,0.15119353495538235
1122,0.1485488647595048
1145,0.15800725389271975
1178,0.15630232077091932
1216,0.17974855657666922
1246,0.17105915676802397
1274,0.1747483452782035
1303,0.21506000310182571
1328,0.1638408899307251
1355,0.17342910915613174
1390,0.16419292334467173
1420,0.17411559354513884
