seq_length,latency
688,0.7727525737136602
892,1.4150174045935273
649,2.111999581567943
504,1.4508205316960812
734,1.225577611476183
807,1.374715662561357
665,0.692855947650969
684,1.074366400949657
758,1.407643249258399
668,0.30172594357281923
469,0.6651395885273814
685,1.2328219804912806
769,0.40892849676311016
914,0.10355853568762541
706,0.11850570980459452
825,0.107992690987885
525,0.7261409740895033
696,0.22871962375938892
704,0.12267462443560362
855,0.1318759387359023
720,0.11735755950212479
781,0.2572031309828162
485,0.48163877334445715
799,0.3360458901152015
775,0.1354325944557786
932,0.10191315412521362
728,0.14856539759784937
545,0.08384467381983995
687,0.11319067142903805
505,0.5275581413879991
