seq_length,latency
39,1.2706646574661136
38,0.7403823211789131
36,1.4084145799279213
56,1.353673898614943
43,0.49075798224657774
48,2.732483198866248
38,0.7314935568720102
38,1.3563710432499647
38,0.6907931407913566
40,1.5909166811034083
39,2.223546512424946
45,1.2843297952786088
39,0.5306549482047558
39,0.6514441473409534
40,0.5017354851588607
40,0.7314506247639656
38,0.5855875937268138
41,0.4417705489322543
40,1.503107980825007
40,1.3457411350682378
42,0.9275988657027483
38,1.576367100700736
40,1.3664927016943693
39,1.152096949517727
40,2.2693452602252364
40,1.9570124996826053
39,0.8095447607338428
38,2.026427230797708
41,1.938952655531466
47,1.7950907070189714
