seq_length,latency
811,2.0953192906454206
893,1.1770090628415346
934,0.14962005894631147
979,0.16958770900964737
1018,0.1730910399928689
1059,0.20788714662194252
1094,0.1464754594489932
1126,0.14564022794365883
1163,0.1585716912522912
1195,0.17231314443051815
1226,0.17506661918014288
1268,0.17779509630054235
1314,0.195860480889678
1352,0.1590084983035922
1388,0.15855706948786974
1423,0.1787328226491809
1457,0.17709287721663713
1490,0.1885248962789774
1525,0.20764770358800888
1558,0.20528174471110106
