seq_length,latency
811,1.9401705525815487
893,1.161577275954187
934,0.14113326370716095
979,0.14894762728363276
1017,0.15838531125336885
1050,0.1795738311484456
1078,0.1433946369215846
1103,0.14516055956482887
1132,0.154178855009377
1158,0.1573913674801588
1183,0.16556550841778517
1218,0.1749235950410366
1258,0.1845431411638856
1290,0.20533852744847536
1321,0.17917995247989893
1351,0.16772646456956863
1380,0.17599294893443584
1408,0.17500246595591307
1439,0.18381362408399582
1468,0.1920235948637128
