seq_length,latency
624,0.4309949493035674
475,0.4051848128437996
508,0.3625259781256318
887,0.5384959494695067
769,1.1773232789710164
688,0.45003008004277945
732,0.43966466281563044
579,0.35549331828951836
828,1.8705029711127281
755,0.07038683071732521
596,0.13365744054317474
644,0.20095015037804842
915,0.350882338359952
668,1.7567073591053486
778,0.8032217854633927
846,0.8537760199978948
716,1.1953138802200556
495,0.08757900260388851
683,0.5307987555861473
526,0.0729255061596632
541,0.08820001035928726
942,0.9120290586724877
615,0.4031999474391341
865,1.8612726787105203
510,0.4747727634385228
732,0.22017008066177368
786,0.10766115505248308
699,1.0634738244116306
664,1.4702226873487234
801,0.09206684213131666
