seq_length,latency
811,2.013613574206829
893,1.1780827157199383
934,0.1492371940985322
986,0.1845635622739792
1021,0.16632880922406912
1058,0.13942618947476149
1092,0.1536432458087802
1123,0.14453784842044115
1159,0.15059134270995855
1191,0.1565886251628399
1222,0.16580515913665295
1262,0.1706649847328663
1307,0.19473271258175373
1346,0.16068227402865887
1383,0.15967543236911297
1418,0.18040218204259872
1453,0.17766267899423838
1487,0.19520009588450193
1524,0.1997955208644271
1559,0.21017272770404816
