seq_length,latency
811,0.06010597478598356
860,0.14167359843850136
892,0.1409548157826066
933,0.1446204911917448
971,0.16783756203949451
1001,0.15785672329366207
1032,0.1834905268624425
1058,0.1452702209353447
1089,0.14835078176110983
1118,0.15493021253496408
1144,0.15897926688194275
1180,0.16259148716926575
1221,0.18288439605385065
1254,0.17604028154164553
1287,0.19406943302601576
1320,0.15925097651779652
1350,0.1687409095466137
1390,0.16650705877691507
1421,0.18231033068150282
1450,0.1744339531287551
