seq_length,latency
735,1.8146005384624004
626,0.2008241731673479
661,0.21476041246205568
802,0.24223282374441624
769,0.24845019169151783
653,0.21646943222731352
809,0.2388131134212017
685,1.1732213897630572
787,0.16136635560542345
654,0.23051227629184723
828,0.25821599923074245
815,0.1313071921467781
855,0.2502592261880636
925,0.14716278575360775
746,0.1502854786813259
888,0.14919261634349823
899,0.1473923558369279
769,0.163277305662632
893,0.13943517860025167
738,0.18368520122021437
