seq_length,latency
811,2.0377302318811417
893,1.177021716721356
934,0.15052101388573647
986,0.15804173052310944
1021,0.1853313185274601
1058,0.1416173093020916
1092,0.15225670393556356
1123,0.15456288494169712
1159,0.16261464171111584
1191,0.16750316321849823
1222,0.1861118022352457
1262,0.20556441321969032
1307,0.20847599860280752
1346,0.1633061794564128
1383,0.16475308407098055
1418,0.17657392099499702
1453,0.17347698006778955
1487,0.1845736363902688
1524,0.18570628203451633
1559,0.21912484616041183
