seq_length,latency
581,0.4912171699106693
597,1.3627554224804044
769,1.687653761357069
808,2.2801845110952854
502,1.4503784915432334
736,0.44590455759316683
892,0.41428229585289955
823,0.07558576390147209
827,2.168004071339965
510,0.47478645853698254
612,0.2306981198489666
528,0.5745267011225224
845,1.7608772730454803
759,0.33283188939094543
664,1.185870566405356
546,0.10716747865080833
785,0.7318702759221196
910,0.921736566349864
689,1.7459273654967546
924,0.9769350290298462
803,0.28109343629330397
781,0.8330613197758794
680,0.5600357875227928
865,1.5871244790032506
526,0.37167240865528584
840,0.21854876913130283
544,0.1845595734193921
701,0.5588347045704722
705,0.1980657996609807
720,0.18480156268924475
