seq_length,latency
691,1.2978423535823822
707,0.8352689007297158
723,0.7552790474146605
659,1.2072434099391103
675,0.8735380619764328
689,0.9605294456705451
580,0.7359243268147111
599,1.2269633067771792
622,0.7869143104180694
739,1.5410332037135959
760,1.028130835853517
784,1.8399897646158934
889,1.5279156249016523
907,0.06950840447098017
930,0.061140019446611404
470,0.49482862558215857
483,0.6460668686777353
508,0.7636161111295223
505,0.48735600151121616
527,0.6287925513461232
545,0.8516656588762999
887,0.5283675128594041
909,0.32433504797518253
927,0.2182760676369071
810,0.439776717685163
827,0.18487116880714893
844,0.14110917691141367
824,0.5884341141209006
844,0.3518102439120412
863,0.416819398291409
