seq_length,latency
811,0.12191037274897099
861,0.14882407616823912
910,0.17528456263244152
933,0.16838640719652176
958,0.1872111801058054
986,0.18805733043700457
1012,0.17690131440758705
1035,0.1945387525483966
1061,0.17083849385380745
1084,0.17035064101219177
1106,0.1857629707083106
1138,0.17979947850108147
1174,0.1693742834031582
1202,0.20400253683328629
1234,0.2030047168955207
1260,0.20352229569107294
1285,0.24039477203041315
1316,0.201304885558784
1350,0.2096975166350603
1382,0.21516074240207672
