seq_length,latency
811,0.080132270231843
856,0.13553224690258503
880,0.13506733253598213
910,0.14738851506263018
932,0.15296171512454748
959,0.15096868854016066
984,0.16853033564984798
1006,0.17631438933312893
1033,0.20673892367631197
1056,0.14916190225630999
1078,0.14874395076185465
1109,0.15939578600227833
1146,0.15907151997089386
1175,0.1658680336549878
1201,0.165545922704041
1226,0.18096116837114096
1251,0.17948418390005827
1276,0.20084123685956
1314,0.2005159854888916
1340,0.1635184846818447
