seq_length,latency
40,3.275710515677929
40,0.42597823962569237
47,2.163227442651987
51,1.6967797176912427
47,1.020639382302761
48,1.178321418352425
42,0.6365640349686146
38,0.6611163290217519
38,1.580181498080492
40,0.43947988096624613
41,0.8548281919211149
41,1.292224002070725
40,1.922034694813192
45,0.5111747700721025
40,0.954976555891335
39,1.3918536370620131
41,0.4746065679937601
42,0.49733518809080124
41,0.5483716083690524
44,0.9816299797967076
42,1.3538893768563867
40,1.7581060528755188
37,0.7152614276856184
38,0.4298293748870492
39,0.7768364530056715
37,0.5272264340892434
44,1.4102818937972188
36,0.6602703966200352
36,1.2298408700153232
40,0.7595382248982787
