seq_length,latency
888,3.9330099569633603
811,0.674889880232513
469,0.3740313444286585
484,2.2430284526199102
508,0.8597873831167817
656,0.9052149346098304
661,0.45539543125778437
672,0.08150778617709875
499,0.18388455361127853
499,1.060449467971921
907,0.04524606931954622
526,0.19960318226367235
688,0.6564770629629493
689,0.5574458194896579
704,1.716959498822689
880,1.5594910560175776
547,0.1698379535228014
737,1.4628442339599133
519,0.3162576165050268
897,0.9472853895276785
538,0.1638178601861
680,0.16615315061062574
728,0.2630578400567174
836,0.19122906401753426
854,0.11835484858602285
756,1.1062731798738241
696,0.3226184332743287
780,1.6845535840839148
931,1.3689924962818623
918,1.0918125342577696
